ensembl	featureID	exonBaseMean	dispersion	stat	pvalue	padj	control	treated	log2fold_treated_control	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.9	countData.10	countData.11	countData.12	countData.13	countData.14	countData.15	countData.35	transcripts
ENSG00000140839	E009	24.3610006	0.007112343	13.31024416	0.00026396	0.0365221	9.578322081	7.153319362	-0.846638149	chr16	74411669	74411775	107	-	36	29	37	17	16	20	29	16	"c(""ENST00000617101.4"", ""ENST00000564842.1"", ""ENST00000339953.9"", ""ENST00000619275.4"", ""ENST00000620745.1"")"
ENSG00000106665	E004	275.112807	0.014284987	13.27401823	0.00026911	0.037024143	23.59404549	29.61094709	0.689164529	chr7	74338448	74339004	557	+	145	287	706	297	304	187	151	196	"c(""ENST00000223398.10"", ""ENST00000361545.9"", ""ENST00000395060.5"")"
ENSG00000143436	E024	121.7773003	0.010673995	13.28017272	0.000268228	0.037024143	16.21840182	20.3531082	0.671264115	chr1	151763068	151763146	79	-	92	130	249	115	126	93	86	109	"c(""ENST00000467306.5"", ""ENST00000368829.3"", ""ENST00000461182.1"", ""ENST00000462783.1"", ""ENST00000481777.5"", ""ENST00000368830.7"", ""ENST00000486707.5"", ""ENST00000478926.5"")"
ENSG00000164924	E046	27.42190852	0.015941577	13.273126	0.000269238	0.037024143	7.223190471	10.14367801	0.985142637	chr8	100952126	100952129	4	-	13	23	52	31	26	24	17	37	"c(""ENST00000437293.5"", ""ENST00000492736.1"", ""ENST00000395958.5"", ""ENST00000418997.1"", ""ENST00000523938.1"")"
ENSG00000184047	E010	37.87984551	0.005002617	13.27356356	0.000269175	0.037024143	8.920529941	11.43524183	0.722015975	chr12	122216872	122218265	1394	-	29	25	38	38	39	36	26	72	ENST00000489781.2
ENSG00000149499	E049	13.34706935	0.010706936	13.26547815	0.000270338	0.037105548	4.672388415	6.997308683	1.16816871	chr11	62611425	62611596	172	-	2	9	25	22	14	10	7	18	"c(""ENST00000394773.6"", ""ENST00000394776.8"", ""ENST00000466886.5"", ""ENST00000494176.6"", ""ENST00000278845.8"", ""ENST00000466671.5"", ""ENST00000529309.5"", ""ENST00000494448.5"", ""ENST00000419857.1"")"
ENSG00000015532	E017	20.57489897	0.016343953	13.25937868	0.00027122	0.037172378	5.882446404	8.618013203	1.106100536	chr17	50357166	50357252	87	+	9	10	53	22	31	12	12	19	"c(""ENST00000017003.6"", ""ENST00000574840.1"", ""ENST00000507602.5"", ""ENST00000511654.1"")"
ENSG00000105953	E042	77.54621472	0.013091643	13.25716709	0.00027154	0.037172378	12.71110409	16.35896238	0.739245314	chr7	44707934	44707934	1	+	46	88	157	80	91	45	52	76	"c(""ENST00000447398.5"", ""ENST00000444676.5"", ""ENST00000222673.5"", ""ENST00000439616.6"", ""ENST00000449767.5"")"
ENSG00000130816	E012	139.6426069	0.011812042	13.25631931	0.000271663	0.037172378	17.07670676	21.8278159	0.727856812	chr19	10137085	10137280	196	-	112	122	295	153	164	104	97	94	"c(""ENST00000340748.8"", ""ENST00000359526.8"", ""ENST00000592705.5"", ""ENST00000586588.5"", ""ENST00000588913.5"", ""ENST00000540357.5"")"
ENSG00000135903	E029	69.08944245	0.01779127	13.25418581	0.000271972	0.037172378	11.61383867	15.46599307	0.837591666	chr2	222298982	222298996	15	-	49	71	139	59	78	31	29	112	"c(""ENST00000344493.8"", ""ENST00000392070.6"", ""ENST00000336840.10"")"
ENSG00000175224	E015	84.54271131	0.02226454	13.25651699	0.000271634	0.037172378	12.811849	17.5327812	0.920360887	chr11	46617600	46617790	191	+	49	82	174	105	81	51	64	83	"c(""ENST00000579280.1"", ""ENST00000524625.5"", ""ENST00000583249.5"", ""ENST00000529655.5"", ""ENST00000577256.5"", ""ENST00000534610.5"", ""ENST00000359513.8"", ""ENST00000530942.1"", ""ENST00000581438.5"", ""ENST00000530500.5"", ""ENST00000528494.5"", ""ENST00000582547.5"", ""ENST00000526715.5"", ""ENST00000581416.5"", ""ENST00000578626.5"", ""ENST00000533325.5"", ""ENST00000580238.5"", ""ENST00000526508.5"")"
ENSG00000204463	E035	90.00467273	0.014163109	13.24796287	0.000272876	0.03726108	13.6421743	17.75090392	0.773328468	chr6	31644307	31644316	10	-	61	108	192	107	114	61	47	48	"c(""ENST00000470875.5"", ""ENST00000437771.5"")"
ENSG00000105063	E006	82.57744216	0.009145487	13.24478773	0.000273339	0.037268718	13.097064	16.48011358	0.673590617	chr19	55231598	55231668	71	-	35	77	186	92	103	53	56	73	"c(""ENST00000587283.5"", ""ENST00000587457.1"", ""ENST00000412770.6"")"
ENSG00000165804	E010	13.46730311	0.041871188	13.24232311	0.000273698	0.037268718	3.95480761	7.187231009	1.727492064	chr14	21092974	21093002	29	-	3	5	55	9	14	5	5	18	"c(""ENST00000421093.6"", ""ENST00000554478.5"", ""ENST00000554923.1"", ""ENST00000360947.7"", ""ENST00000556174.5"", ""ENST00000451119.6"", ""ENST00000553296.1"", ""ENST00000555270.5"")"
ENSG00000197050	E008	48.87516237	0.0042826	13.23413501	0.000274897	0.03738498	10.50860387	12.94874093	0.608567015	chr19	37080345	37080388	44	+	38	58	68	53	41	48	34	57	"c(""ENST00000587082.5"", ""ENST00000587029.5"", ""ENST00000337995.3"", ""ENST00000304239.11"", ""ENST00000589461.5"")"
ENSG00000166855	E025	16.03825528	0.062002806	13.22688527	0.000275962	0.037489465	4.545172373	8.390145704	1.774016688	chr15	65185217	65185342	126	-	11	9	53	16	16	6	4	19	"c(""ENST00000300107.7"", ""ENST00000558958.1"")"
ENSG00000135097	E004	115.7144768	0.021526867	13.21838791	0.000277216	0.037585236	14.79740915	20.33696796	0.938158283	chr12	120346222	120346322	101	-	66	89	286	114	163	76	83	72	"c(""ENST00000257552.6"", ""ENST00000546985.1"")"
ENSG00000111642	E070	38.29423557	0.093162764	13.21546276	0.000277649	0.03760846	6.842911836	13.20767877	1.910962685	chr12	6607300	6607368	69	-	17	33	139	28	45	15	8	39	"c(""ENST00000544040.5"", ""ENST00000545942.5"", ""ENST00000357008.6"", ""ENST00000544484.5"")"
ENSG00000124126	E002	248.8629256	0.016048692	13.21219449	0.000278134	0.037609374	22.34196162	28.89574664	0.777629115	chr20	48627548	48627615	68	-	166	198	510	264	329	166	220	170	"c(""ENST00000371941.3"", ""ENST00000482556.5"")"
ENSG00000184381	E036	35.79409248	0.00427605	13.21367345	0.000277914	0.037609374	8.657639858	11.1536562	0.736202288	chr22	38132831	38132877	47	-	31	25	68	38	37	23	26	43	"c(""ENST00000427453.5"", ""ENST00000448094.5"", ""ENST00000335539.7"", ""ENST00000452542.5"", ""ENST00000332509.7"", ""ENST00000402064.5"", ""ENST00000427114.5"", ""ENST00000452794.5"")"
ENSG00000052126	E005	72.50966083	0.012769778	13.20871708	0.00027865	0.037644331	12.3342242	15.98349833	0.758808532	chr12	19130051	19130059	9	+	53	70	143	72	80	58	49	68	"c(""ENST00000540972.5"", ""ENST00000539256.5"", ""ENST00000429027.6"", ""ENST00000299275.10"", ""ENST00000538714.5"")"
ENSG00000141068	E016	36.14947969	0.020198255	13.20699897	0.000278906	0.037661421	8.173624909	11.63006464	1.024903717	chr17	27582675	27582920	246	+	20	29	91	38	49	26	20	24	"c(""ENST00000398988.7"", ""ENST00000579399.1"", ""ENST00000268763.10"", ""ENST00000583370.5"", ""ENST00000582311.1"", ""ENST00000509603.6"")"
ENSG00000117598	E009	22.6321985	0.025402668	13.20234485	0.000279599	0.037720152	6.380769514	9.528254886	1.162292484	chr1	99004435	99004484	50	-	7	24	44	22	38	17	17	15	"c(""ENST00000534652.1"", ""ENST00000263177.4"", ""ENST00000370188.7"")"
ENSG00000103507	E013	29.46457143	0.004532446	13.18818336	0.00028172	0.037874375	10.2204564	7.921606384	-0.739626988	chr16	31109784	31110076	293	+	40	44	30	23	27	30	33	13	ENST00000566568.1
ENSG00000253305	E001	29.26207371	0.016588933	13.18852708	0.000281668	0.037874375	7.552100265	10.25374707	0.887521456	chr5	141408021	141408202	182	+	18	20	66	28	31	26	14	37	ENST00000616430.1
ENSG00000108262	E018	64.74130024	0.010145394	13.18388318	0.000282367	0.037915629	11.57000983	14.85925024	0.731179476	chr17	29576380	29576434	55	-	36	55	137	71	89	43	49	47	"c(""ENST00000579937.5"", ""ENST00000394869.7"", ""ENST00000578670.5"", ""ENST00000473217.5"", ""ENST00000491377.1"", ""ENST00000581348.5"", ""ENST00000225394.7"", ""ENST00000585148.1"")"
ENSG00000131143	E005	26.64034046	0.069102316	13.18142823	0.000282737	0.037915629	6.061660309	10.65317126	1.635163081	chr16	85799654	85799682	29	+	10	27	80	28	28	8	9	32	"c(""ENST00000568339.5"", ""ENST00000570123.5"", ""ENST00000567241.5"", ""ENST00000566115.5"")"
ENSG00000167543	E022	35.0551418	0.012890184	13.18314671	0.000282478	0.037915629	11.44597549	8.554009437	-0.846487977	chr17	29570689	29571590	902	+	40	33	39	30	32	37	38	34	ENST00000579674.1
ENSG00000172732	E055	39.75097213	0.006869764	13.17949719	0.000283029	0.037937285	11.84409248	9.178029268	-0.741783619	chr11	65866418	65866418	1	+	48	46	39	23	40	47	55	24	"c(""ENST00000533035.5"", ""ENST00000533519.1"", ""ENST00000308110.8"", ""ENST00000531905.1"", ""ENST00000529742.1"", ""ENST00000530928.5"")"
ENSG00000137076	E049	117.1785145	0.017386317	13.17149081	0.000284241	0.038047288	15.30341345	20.2002881	0.819479114	chr9	35714760	35714876	117	-	77	95	238	116	151	82	85	111	ENST00000314888.9
ENSG00000087301	E025	31.51873065	0.016985835	13.16946105	0.000284549	0.038053611	7.90011472	10.97440136	0.954566809	chr14	52552316	52552505	190	-	22	40	64	37	30	23	15	28	"c(""ENST00000554399.1"", ""ENST00000281741.8"", ""ENST00000557374.1"")"
ENSG00000102100	E014	19.19044415	0.046740911	13.16410761	0.000285363	0.038127534	5.392499024	8.817257751	1.423932405	chrX	48911546	48911636	91	-	12	16	53	27	19	5	8	18	"c(""ENST00000445167.6"", ""ENST00000452555.6"", ""ENST00000376512.1"", ""ENST00000376521.5"", ""ENST00000376529.7"", ""ENST00000413561.6"", ""ENST00000616181.4"", ""ENST00000247138.9"")"
ENSG00000137100	E023	61.99494729	0.037979505	13.15742409	0.000286382	0.03814053	10.59073608	15.42192098	1.097713014	chr9	34620444	34620464	21	-	26	83	134	72	72	39	24	60	"c(""ENST00000378911.3"", ""ENST00000259632.11"", ""ENST00000477738.6"", ""ENST00000378913.6"", ""ENST00000341694.6"", ""ENST00000378916.8"")"
ENSG00000167792	E006	34.02569663	0.032711527	13.15894159	0.00028615	0.03814053	7.359729225	11.39369444	1.269070442	chr11	67606944	67606953	10	+	14	21	101	42	39	14	23	26	"c(""ENST00000532303.5"", ""ENST00000532343.5"", ""ENST00000532244.5"", ""ENST00000529927.5"", ""ENST00000524838.5"", ""ENST00000528328.1"", ""ENST00000415352.6"", ""ENST00000524876.5"", ""ENST00000322776.10"")"
ENSG00000056487	E032	16.9770815	0.01644079	13.14901448	0.000287671	0.038225856	5.382105231	8.169716857	1.20825265	chr22	45009496	45009547	52	-	6	17	55	17	19	9	8	11	"c(""ENST00000495348.1"", ""ENST00000629843.2"", ""ENST00000491522.1"", ""ENST00000313237.9"", ""ENST00000474327.5"")"
ENSG00000052723	E023	15.48578516	0.049989642	13.14257282	0.000288661	0.03830195	4.598926394	8.193913281	1.671407319	chr1	114780628	114780634	7	-	9	8	48	21	10	6	8	18	"c(""ENST00000060969.5"", ""ENST00000369528.9"", ""ENST00000466657.1"", ""ENST00000475335.5"")"
ENSG00000136068	E050	151.6190803	0.008312752	13.13900169	0.000289212	0.03830195	18.3984258	22.39845774	0.584912274	chr3	58153398	58153641	244	+	129	173	256	164	172	115	124	101	"c(""ENST00000481470.5"", ""ENST00000358537.7"", ""ENST00000490882.5"", ""ENST00000493452.5"", ""ENST00000295956.8"", ""ENST00000466455.1"", ""ENST00000429972.6"")"
ENSG00000139636	E080	65.87450082	0.012129287	13.13929785	0.000289166	0.03830195	11.73391175	15.38639226	0.792465637	chr12	49110694	49110812	119	-	54	70	153	57	78	42	46	44	"c(""ENST00000550137.5"", ""ENST00000457164.6"", ""ENST00000549296.1"", ""ENST00000548983.1"", ""ENST00000552153.5"", ""ENST00000267102.12"", ""ENST00000551535.1"", ""ENST00000547670.5"", ""ENST00000547382.5"", ""ENST00000551115.1"")"
ENSG00000143355	E020	50.24112131	0.003468915	13.14103382	0.000288898	0.03830195	10.66322884	13.05649043	0.590280576	chr1	197919972	197920174	203	+	43	52	82	63	70	47	40	9	"c(""ENST00000367391.5"", ""ENST00000367387.5"", ""ENST00000561173.5"", ""ENST00000367390.7"")"
ENSG00000277586	E009	552.3466833	0.022152008	13.13411881	0.000289967	0.03830421	32.17102492	41.92377333	0.839456092	chr8	24955645	24955923	279	-	316	566	1220	622	597	382	362	462	"c(""ENST00000610854.1"", ""ENST00000615973.1"")"
ENSG00000185236	E011	44.27414586	0.008084567	13.13298289	0.000290142	0.038310097	12.66224639	9.935329327	-0.706339602	chr19	8402566	8402799	234	+	52	68	76	34	34	43	27	33	"c(""ENST00000594216.1"", ""ENST00000601897.1"")"
ENSG00000197043	E052	251.6650472	0.014589995	13.12849027	0.000290839	0.038367349	22.8773681	28.94698704	0.712162684	chr5	151157680	151157747	68	-	198	229	473	271	250	193	203	233	"c(""ENST00000520378.1"", ""ENST00000519644.6"", ""ENST00000517677.5"", ""ENST00000377751.9"", ""ENST00000354546.9"", ""ENST00000517486.5"", ""ENST00000517757.5"", ""ENST00000519610.1"", ""ENST00000521512.5"")"
ENSG00000120802	E007	35.37412465	0.039790447	13.12488014	0.0002914	0.038403884	7.555816735	12.07807787	1.362907432	chr12	98515786	98515814	29	+	21	27	103	40	33	19	20	30	"c(""ENST00000343315.9"", ""ENST00000548911.1"", ""ENST00000266732.8"", ""ENST00000556029.5"", ""ENST00000393053.6"")"
ENSG00000169228	E005	40.60015773	0.014826888	13.12247693	0.000291774	0.038403884	12.03531819	9.358889826	-0.731819611	chr5	177302179	177302234	56	-	56	80	49	24	43	38	30	16	"c(""ENST00000478234.5"", ""ENST00000495458.5"", ""ENST00000471466.5"")"
ENSG00000143126	E009	205.1943964	0.011518086	13.12056711	0.000292072	0.038408404	20.88753471	25.74773799	0.627559719	chr1	109263611	109263777	167	+	136	167	511	202	232	151	163	126	ENST00000271332.3
ENSG00000102103	E035	33.22554237	0.005458636	13.11757911	0.000292538	0.038416105	8.305118395	10.79688991	0.762150137	chrX	48903137	48903142	6	+	18	27	51	35	51	26	30	29	"c(""ENST00000473764.5"", ""ENST00000396763.5"", ""ENST00000474671.5"", ""ENST00000376563.5"", ""ENST00000218224.8"", ""ENST00000477997.5"", ""ENST00000247140.8"", ""ENST00000376566.8"")"
ENSG00000151148	E009	28.07532433	0.02576122	13.11625519	0.000292745	0.038416105	7.102813871	10.43869203	1.117183349	chr12	109477765	109477776	12	+	14	33	54	42	31	15	14	25	"c(""ENST00000540230.5"", ""ENST00000449510.6"", ""ENST00000340074.9"", ""ENST00000342494.7"")"
ENSG00000172264	E019	33.33545434	0.003817513	13.11564481	0.00029284	0.038416105	8.398344005	10.7135827	0.707235959	chr20	14684843	14684959	117	+	18	32	43	36	29	29	21	61	"c(""ENST00000490428.5"", ""ENST00000497992.1"", ""ENST00000463861.5"", ""ENST00000217246.8"", ""ENST00000464883.5"")"
ENSG00000078902	E018	18.17513476	0.017778297	13.10178265	0.000295015	0.038554421	5.366178395	8.236597338	1.240463588	chr11	1295732	1295738	7	-	8	10	57	23	19	7	11	15	"c(""ENST00000527638.1"", ""ENST00000532551.1"", ""ENST00000525159.5"", ""ENST00000527746.5"", ""ENST00000527938.5"", ""ENST00000317204.10"", ""ENST00000527886.5"")"
ENSG00000108528	E017	39.82397988	0.003628928	13.10375177	0.000294705	0.038554421	9.328905434	11.73798812	0.66820867	chr17	4939914	4940030	117	-	24	47	72	38	41	30	25	49	"c(""ENST00000225665.11"", ""ENST00000544061.6"", ""ENST00000574710.1"")"
ENSG00000148308	E005	28.98245063	0.090196416	13.10397641	0.00029467	0.038554421	5.726812463	11.47644615	2.01626808	chr9	133031004	133031016	13	+	13	18	97	51	26	8	10	16	"c(""ENST00000372108.9"", ""ENST00000372097.9"", ""ENST00000342018.12"", ""ENST00000372099.10"")"
ENSG00000198805	E005	61.71509078	0.007745468	13.10305294	0.000294815	0.038554421	11.57562333	14.49566052	0.657152136	chr14	20469414	20469535	122	+	44	56	85	59	46	50	46	114	"c(""ENST00000553418.5"", ""ENST00000361505.9"", ""ENST00000556293.5"", ""ENST00000554056.5"", ""ENST00000557229.5"")"
ENSG00000242612	E015	17.74472574	0.008834288	13.10253115	0.000294897	0.038554421	8.223620686	5.94091433	-0.941619452	chr16	406890	406894	5	+	20	23	23	9	11	32	17	11	"c(""ENST00000461802.1"", ""ENST00000631605.1"", ""ENST00000632744.1"", ""ENST00000445291.5"", ""ENST00000437024.5"")"
ENSG00000141279	E011	34.89353989	0.055279686	13.09726688	0.000295727	0.038627972	7.348916736	12.02929887	1.431546245	chr17	47531390	47531416	27	+	18	28	77	44	53	10	26	27	"c(""ENST00000534691.1"", ""ENST00000527298.5"", ""ENST00000533573.5"", ""ENST00000530173.5"", ""ENST00000528751.5"", ""ENST00000532729.5"", ""ENST00000526247.6"", ""ENST00000322157.8"")"
ENSG00000124789	E025	39.00017632	0.043927734	13.08026697	0.000298423	0.038860893	7.890697328	12.69140701	1.381763728	chr6	17706388	17706834	447	-	23	24	106	36	58	24	24	26	"c(""ENST00000613258.4"", ""ENST00000537253.5"")"
ENSG00000187257	E001	112.4199028	0.013934201	13.07930949	0.000298575	0.038860893	15.42848027	19.69636927	0.720564474	chr7	77696443	77697055	613	+	96	119	226	115	121	79	69	97	"c(""ENST00000614027.4"", ""ENST00000334955.12"")"
ENSG00000162521	E007	31.52929044	0.043620086	13.07744096	0.000298873	0.038882335	7.078863467	11.43193027	1.391531613	chr1	32651218	32651225	8	+	18	25	90	32	36	14	19	27	"c(""ENST00000524393.5"", ""ENST00000527118.5"", ""ENST00000414241.7"", ""ENST00000373493.9"", ""ENST00000401893.7"", ""ENST00000525506.1"", ""ENST00000526193.5"", ""ENST00000492348.6"")"
ENSG00000130299	E070	37.31244698	0.003091476	13.0755155	0.000299181	0.038904979	11.50532754	9.144032631	-0.667985414	chr19	17342156	17342723	568	+	42	58	51	30	34	32	35	24	"c(""ENST00000600625.5"", ""ENST00000598038.5"", ""ENST00000324894.12"")"
ENSG00000079999	E013	66.36218438	0.013544819	13.06882708	0.000300251	0.038974675	11.45514827	15.12117316	0.811499889	chr19	10491999	10492063	65	-	39	46	144	83	80	45	46	56	"c(""ENST00000588024.1"", ""ENST00000393623.6"", ""ENST00000171111.9"", ""ENST00000585845.1"")"
ENSG00000105426	E033	183.5209385	0.00837299	13.0690993	0.000300207	0.038974675	20.01288862	24.36570849	0.588275269	chr19	5222689	5223297	609	-	162	156	409	152	206	124	134	167	"c(""ENST00000357368.8"", ""ENST00000348075.6"", ""ENST00000587303.5"", ""ENST00000588012.5"")"
ENSG00000064932	E037	20.23399603	0.022247185	13.06571411	0.000300751	0.039004803	5.68028053	8.751514244	1.251859092	chr19	1122658	1122791	134	-	8	13	70	23	20	13	7	15	"c(""ENST00000587024.5"", ""ENST00000592222.5"", ""ENST00000361757.7"", ""ENST00000438103.6"")"
ENSG00000137411	E049	36.62947662	0.015459128	13.05080039	0.000303155	0.039164064	8.478648106	11.65999979	0.926138152	chr6	30925274	30925385	112	+	23	40	89	38	45	20	23	24	"c(""ENST00000473916.1"", ""ENST00000542001.5"", ""ENST00000625423.2"", ""ENST00000476162.5"", ""ENST00000541562.5"", ""ENST00000321897.9"", ""ENST00000469358.5"", ""ENST00000477288.5"")"
ENSG00000275052	E026	18.6389192	0.009567353	13.05458333	0.000302543	0.039164064	5.893011918	8.437481083	1.039495899	chr2	55617609	55617614	6	-	14	15	39	21	20	9	13	21	"c(""ENST00000611717.4"", ""ENST00000612688.1"")"
ENSG00000006282	E058	43.02710004	0.003256307	13.04752577	0.000303685	0.039182742	9.634434923	12.05559759	0.652447211	chr17	50550892	50550917	26	+	31	36	82	40	43	38	20	62	"c(""ENST00000511347.5"", ""ENST00000504265.5"", ""ENST00000508528.1"", ""ENST00000504271.1"", ""ENST00000356488.8"", ""ENST00000513618.1"", ""ENST00000515619.1"", ""ENST00000511937.5"", ""ENST00000503127.5"", ""ENST00000503063.5"", ""ENST00000504334.5"", ""ENST00000619622.4"", ""ENST00000006658.10"")"
ENSG00000089063	E019	29.00882194	0.150818005	13.04269312	0.00030447	0.039182742	4.848721572	11.58071863	2.523866136	chr20	5113043	5113049	7	-	4	16	138	36	26	5	8	14	"c(""ENST00000342308.9"", ""ENST00000202834.11"", ""ENST00000612323.4"", ""ENST00000379283.6"", ""ENST00000379279.6"")"
ENSG00000130787	E028	78.68944331	0.011509525	13.04420771	0.000304224	0.039182742	12.76025783	16.43331622	0.741319514	chr12	122858349	122858435	87	+	41	84	205	86	93	52	48	41	ENST00000253083.8
ENSG00000132716	E024	18.59116553	0.020660753	13.04614478	0.000303909	0.039182742	5.69201485	8.558397059	1.181150563	chr1	160262437	160262448	12	-	14	15	41	12	23	5	13	30	"c(""ENST00000368073.7"", ""ENST00000326837.6"", ""ENST00000407642.6"")"
ENSG00000162144	E050	36.35273628	0.004283273	13.04458237	0.000304163	0.039182742	8.816916771	11.16321041	0.685798439	chr11	61361850	61361853	4	-	33	30	66	42	34	27	18	46	"c(""ENST00000542411.5"", ""ENST00000536687.1"", ""ENST00000540317.5"", ""ENST00000546151.5"", ""ENST00000539128.5"", ""ENST00000426130.6"", ""ENST00000294072.8"", ""ENST00000447532.6"", ""ENST00000540755.5"", ""ENST00000545361.5"", ""ENST00000535152.1"")"
ENSG00000165802	E003	20.94708444	0.007619794	13.04393848	0.000304268	0.039182742	6.225078453	8.679730233	0.96301073	chr9	137448225	137448286	62	-	13	20	51	26	25	8	9	20	"c(""ENST00000371482.5"", ""ENST00000265663.11"", ""ENST00000437259.5"", ""ENST00000371474.7"", ""ENST00000371473.7"", ""ENST00000371475.7"", ""ENST00000371472.6"", ""ENST00000339554.7"")"
ENSG00000182606	E002	113.3811715	0.008626355	13.0368285	0.000305425	0.03922747	15.76681346	19.43466549	0.617174054	chr3	42087104	42087199	96	+	98	89	191	102	106	86	94	156	ENST00000487159.5
ENSG00000079432	E024	60.17051721	0.009651724	13.03567781	0.000305613	0.039234311	11.02208677	14.23498224	0.746710987	chr19	42292959	42293281	323	+	30	41	166	74	64	50	34	36	"c(""ENST00000575354.6"", ""ENST00000160740.7"", ""ENST00000572681.6"")"
ENSG00000068024	E031	35.1603987	0.012273621	13.03286868	0.000306071	0.039241413	8.240436367	11.10187395	0.865909127	chr2	239115053	239115310	258	-	19	22	94	38	37	22	25	32	"c(""ENST00000543185.5"", ""ENST00000463007.5"", ""ENST00000345617.7"", ""ENST00000535493.5"", ""ENST00000493582.5"")"
ENSG00000172732	E056	41.62810358	0.010636358	13.03330166	0.000306001	0.039241413	12.20739178	9.283880822	-0.79659205	chr11	65866419	65866438	20	+	55	44	41	24	41	51	58	23	"c(""ENST00000533035.5"", ""ENST00000533519.1"", ""ENST00000308110.8"", ""ENST00000529742.1"", ""ENST00000531905.1"")"
ENSG00000052723	E021	40.2955311	0.041433672	13.03066211	0.000306432	0.039263977	8.04352065	12.75556837	1.340879791	chr1	114780538	114780611	74	-	23	25	120	44	29	22	25	46	"c(""ENST00000474562.1"", ""ENST00000369528.9"", ""ENST00000060969.5"", ""ENST00000506320.1"", ""ENST00000466657.1"", ""ENST00000475335.5"")"
ENSG00000149499	E046	21.44825366	0.004790864	13.0276209	0.00030693	0.039282491	6.424004525	8.612533987	0.849432527	chr11	62611087	62611111	25	-	11	15	37	24	27	12	15	32	"c(""ENST00000394773.6"", ""ENST00000394776.8"", ""ENST00000466886.5"", ""ENST00000494176.6"", ""ENST00000278845.8"", ""ENST00000466671.5"", ""ENST00000529309.5"", ""ENST00000494448.5"")"
ENSG00000154277	E010	109.842127	0.043583321	13.01849946	0.000308429	0.039439698	13.31478535	20.94648633	1.335087779	chr4	41256945	41256945	1	+	55	94	304	152	102	74	52	72	"c(""ENST00000504818.5"", ""ENST00000505232.5"", ""ENST00000508768.5"", ""ENST00000512419.5"", ""ENST00000512788.1"", ""ENST00000284440.8"", ""ENST00000381760.8"")"
ENSG00000140983	E079	99.46123167	0.006190486	13.01637114	0.00030878	0.039450689	14.44704853	17.73724845	0.60325263	chr16	673058	673059	2	+	50	76	304	95	122	59	64	56	"c(""ENST00000569675.5"", ""ENST00000569197.2"", ""ENST00000568636.5"", ""ENST00000569358.5"", ""ENST00000562957.1"", ""ENST00000564659.1"", ""ENST00000602564.5"", ""ENST00000315082.8"")"
ENSG00000175224	E010	14.14804128	0.013477226	13.01180574	0.000309533	0.03951167	4.930192258	7.465166199	1.200406448	chr11	46617577	46617577	1	+	5	12	27	22	14	9	10	15	"c(""ENST00000579280.1"", ""ENST00000524625.5"", ""ENST00000583249.5"", ""ENST00000529655.5"", ""ENST00000577256.5"", ""ENST00000581438.5"", ""ENST00000530500.5"", ""ENST00000581416.5"", ""ENST00000526715.5"", ""ENST00000578626.5"", ""ENST00000533325.5"", ""ENST00000580238.5"", ""ENST00000526508.5"")"
ENSG00000113657	E025	125.3268404	0.020913756	13.00449883	0.000310743	0.039614162	15.79768149	21.06408535	0.850720978	chr5	147453666	147453688	23	-	81	143	253	141	149	88	67	104	"c(""ENST00000507309.5"", ""ENST00000398514.7"", ""ENST00000512722.1"")"
ENSG00000171617	E014	357.8759788	0.038882799	13.00183045	0.000311187	0.03965333	24.61279371	35.48684889	1.124434807	chr5	74640430	74640627	198	-	190	324	996	324	396	194	211	335	"c(""ENST00000508331.1"", ""ENST00000509127.2"", ""ENST00000510316.5"", ""ENST00000618628.4"", ""ENST00000302351.8"")"
ENSG00000100968	E016	53.1167568	0.004028623	12.9978901	0.000311842	0.039684873	10.79883209	13.35145171	0.618795799	chr14	24368341	24368440	100	+	32	47	78	50	68	46	42	66	"c(""ENST00000554779.1"", ""ENST00000557028.5"", ""ENST00000554903.1"", ""ENST00000539237.6"", ""ENST00000556279.5"", ""ENST00000553469.5"", ""ENST00000556957.5"", ""ENST00000424781.6"", ""ENST00000554591.5"", ""ENST00000440487.6"", ""ENST00000250373.8"", ""ENST00000554050.5"", ""ENST00000554655.5"", ""ENST00000413692.6"", ""ENST00000554966.5"", ""ENST00000555590.5"", ""ENST00000553708.5"")"
ENSG00000101294	E018	21.12902675	0.005389389	12.9941992	0.000312457	0.039697186	6.431511089	8.800100713	0.908564671	chr20	31547406	31547447	42	+	13	15	37	22	24	16	16	28	"c(""ENST00000464508.1"", ""ENST00000487964.5"")"
ENSG00000267909	E002	12.23216937	0.008917116	12.99597042	0.000312162	0.039697186	4.603790168	6.864622559	1.155477457	chr14	69574542	69574837	296	-	7	8	26	18	13	8	7	12	ENST00000599174.2
ENSG00000102401	E007	38.38646746	0.002966265	12.98894636	0.000313335	0.039739002	9.142648656	11.40855432	0.643816937	chrX	101623277	101623360	84	+	26	34	56	45	45	30	31	42	"c(""ENST00000477980.6"", ""ENST00000467808.5"", ""ENST00000491568.6"")"
ENSG00000143549	E051	116.6371306	0.00851267	12.98603108	0.000313823	0.039757661	16.03628918	19.7189222	0.610441857	chr1	154183175	154183181	7	-	90	111	208	131	119	93	94	102	"c(""ENST00000341485.9"", ""ENST00000509409.5"", ""ENST00000341372.7"", ""ENST00000611659.4"", ""ENST00000509601.1"", ""ENST00000330188.13"")"
